cuisine;recipe Name;Link
Italian;Pizza Hut Original Pan Pizza;https://www.yummly.com/recipe/Pizza-Hut-Original-Pan-Pizza-946563
Italian;Recipe For Mushroom Risotto (Creamy Mushroom Risotto);https://www.yummly.com/recipe/Recipe-For-Mushroom-Risotto-_Creamy-Mushroom-Risotto_-9148763
Italian;Risotto;https://www.yummly.com/recipe/Risotto-2621000
Italian;Mushroom Risotto;https://www.yummly.com/recipe/Mushroom-Risotto-Simply-Recipes-42690
Italian;Parmesan Risotto;https://www.yummly.com/recipe/Parmesan-Risotto-2531822
Italian;Chicken Parmesan;https://www.yummly.com/recipe/Chicken-Parmesan-2725156
Italian;Baked Chicken Parmesan;https://www.yummly.com/recipe/Baked-Chicken-Parmesan-9083663
Italian;Baked Chicken Parmesan;https://www.yummly.com/recipe/Baked-Chicken-Parmesan-2254766
Italian;Lasagna;https://www.yummly.com/recipe/Lasagna-2592285
Italian;White Sauce Lasagna (Lasagna Bianca);https://www.yummly.com/recipe/White-Sauce-Lasagna-_Lasagna-Bianca_-2242039
Italian;Vegetable Lasagna;https://www.yummly.com/recipe/Vegetable-Lasagna-1279846
Italian;Chicken Parmesan Casserole;https://www.yummly.com/recipe/Chicken-Parmesan-Casserole-2462203
Italian;Prawn Risotto Recipe (AKA Shrimp Risotto);https://www.yummly.com/recipe/Prawn-Risotto-Recipe-_AKA-Shrimp-Risotto_-9125718
Italian;Really Easy Mushroom Risotto;https://www.yummly.com/recipe/Really-Easy-Mushroom-Risotto-2347281
Italian;Best Lasagna With Meat Sauce- Perfect Lasagna;https://www.yummly.com/recipe/Best-Lasagna-With-Meat-Sauce--Perfect-Lasagna-2283716
Italian;Classic Lasagna;https://www.yummly.com/recipe/Classic-Lasagna-2170051
Italian;Three Cheese Broken Lasagna;https://www.yummly.com/recipe/Three-Cheese-Broken-Lasagna-9163726
Italian;Vegan Spinach Lasagna;https://www.yummly.com/recipe/Vegan-Spinach-Lasagna-2684091
Italian;Pizza Garlic Bread;https://www.yummly.com/recipe/Pizza-Garlic-Bread-9073071
Italian;Paleo Pizza Crust & Breakfast Pizza;https://www.yummly.com/recipe/Paleo-Pizza-Crust-_-Breakfast-Pizza-755313
Italian;Sheet Pan Pizza Chicken;https://www.yummly.com/recipe/Sheet-Pan-Pizza-Chicken-9116048
Italian;Seafood Risotto (Risotto Ai Frutti Di Mare);https://www.yummly.com/recipe/Seafood-Risotto-_Risotto-Ai-Frutti-Di-Mare_-9102889
Italian;Wild Mushroom Risotto;https://www.yummly.com/recipe/Wild-Mushroom-Risotto-9198461
Italian;Oven-Baked Chicken Parmesan;https://www.yummly.com/recipe/Oven-Baked-Chicken-Parmesan-1199948
Italian;Eggplant Chicken Parmesan;https://www.yummly.com/recipe/Eggplant-Chicken-Parmesan-1895557
Italian;Chicken Parmesan Meatballs;https://www.yummly.com/recipe/Chicken-Parmesan-Meatballs-9094949
Italian;Easy Baked Spaghetti;https://www.yummly.com/recipe/Easy-Baked-Spaghetti-2684078
Italian;Italian Crescent Casserole;https://www.yummly.com/recipe/Italian-Crescent-Casserole-9083675
Italian;Eggplant Cacciatore;https://www.yummly.com/recipe/Eggplant-Cacciatore-2207934
Italian;Easy Italian Roast Beef;https://www.yummly.com/recipe/Easy-Italian-Roast-Beef-9085170
Italian;Antipasto Platter;https://www.yummly.com/recipe/Antipasto-Platter-2417793
Italian;Tomato Rosemary Focaccia;https://www.yummly.com/recipe/Tomato-Rosemary-Focaccia-1213344
Italian;Tagliatelle Bolognese;https://www.yummly.com/recipe/Tagliatelle-Bolognese-2641305
Italian;One Pot Spaghetti Aglio e Olio;https://www.yummly.com/recipe/One-Pot-Spaghetti-Aglio-e-Olio-2536973
Italian;Spaghetti alla Carbonara;https://www.yummly.com/recipe/Spaghetti-alla-Carbonara-2330922
Italian;Ricotta And Spinach Cannelloni;https://www.yummly.com/recipe/Ricotta-And-Spinach-Cannelloni-611027
Italian;Capellini with Fresh Tomatoes and Basil;https://www.yummly.com/recipe/Capellini-with-Fresh-Tomatoes-and-Basil-1598639
Italian;Skillet Tortellini with Sausage and Pesto;https://www.yummly.com/recipe/Skillet-Tortellini-with-Sausage-and-Pesto-678049
Italian;Tuscan Gnocchi;https://www.yummly.com/recipe/Tuscan-Gnocchi-2625090
Italian;Tiramisu;https://www.yummly.com/recipe/Tiramisu-2155382
Italian;Minestrone Soup;https://www.yummly.com/recipe/Minestrone-Soup-1861310
Italian;Instant Pot Creamy Tuscan Chicken Pasta;https://www.yummly.com/recipe/Instant-Pot-Creamy-Tuscan-Chicken-Pasta-2472789
Italian;Bruschetta;https://www.yummly.com/recipe/Bruschetta-9100008
Italian;Chicken Saltimbocca;https://www.yummly.com/recipe/Chicken-Saltimbocca-1817441
Italian;Sicilian Caponata;https://www.yummly.com/recipe/Sicilian-Caponata-1200228
Italian;Creamy Caprese Pasta;https://www.yummly.com/recipe/Creamy-caprese-pasta-333554
Italian;Cajun Chicken Alfredo;https://www.yummly.com/recipe/Cajun-Chicken-Alfredo-2487619
Italian;Italian Pasta Salad;https://www.yummly.com/recipe/Italian-Pasta-Salad-9104504
Italian;Simple Caprese Salad;https://www.yummly.com/recipe/Simple-Caprese-Salad-512034
Italian;Easy Garlic Parmesan Knots;https://www.yummly.com/recipe/Easy-Garlic-Parmesan-Knots-555434
Thai;Thai-Style Beef and Broccoli Curry;https://www.yummly.com/recipe/Thai-Style-Beef-and-Broccoli-Curry-1361041
Thai;Skinny Thai Chicken Meatballs with Peanut Sauce;https://www.yummly.com/recipe/Skinny-Thai-Chicken-Meatballs-with-Peanut-Sauce-2420659
Thai;Mussels Thai Style;https://www.yummly.com/recipe/Mussels-Thai-Style-2719701
Thai;Pad Thai Soup;https://www.yummly.com/recipe/Pad-Thai-Soup-981689
Thai;One-Pot Thai Spicy Shrimp and Rice;https://www.yummly.com/recipe/One-Pot-Thai-Spicy-Shrimp-and-Rice-2638262
Thai;Thai Holy Basil Pork;https://www.yummly.com/recipe/Thai-Holy-Basil-Pork-1622758
Thai;Tom Kha Gai (Thai Coconut Chicken Soup);https://www.yummly.com/recipe/Tom-Kha-Gai-_Thai-Coconut-Chicken-Soup_-2106392
Thai;Thai Chicken Lettuce Wraps;https://www.yummly.com/recipe/Thai-Chicken-Lettuce-Wraps-1087592
Thai;Thai Chicken & Ginger Stir-fry;https://www.yummly.com/recipe/Thai-Chicken-_-Ginger-Stir-fry-9066075
Thai;30 Minute Thai Peanut Chicken Ramen;https://www.yummly.com/recipe/30-Minute-Thai-Peanut-Chicken-Ramen-9120793
Thai;Instant Pot Thai Pork-Chop Curry;https://www.yummly.com/recipe/Instant-Pot-Thai-Pork-Chop-Curry-9055595
Thai;Thai BBQ Chicken;https://www.yummly.com/recipe/Thai-BBQ-Chicken-1837610
Thai;Low Carb Thai Coconut Soup;https://www.yummly.com/recipe/Low-Carb-Thai-Coconut-Soup-2324239
Thai;Healthy Thai Sesame Patties;https://www.yummly.com/recipe/Healthy-Thai-Sesame-Patties-677352
Thai;Thai Chicken With Cashews;https://www.yummly.com/recipe/Thai-Chicken-With-Cashews-2605498
Thai;Thai Cucumber Salad;https://www.yummly.com/recipe/Thai-Cucumber-Salad-1126091
Thai;Thai Massaman Curry;https://www.yummly.com/recipe/Thai-Massaman-Curry-579226
Thai;Thai Tom Yum Soup with Shrimp;https://www.yummly.com/recipe/Thai-Tom-Yum-Soup-with-Shrimp-9168162
Thai;Thai Shrimp and Pineapple Fried Rice;https://www.yummly.com/recipe/Thai-Shrimp-and-Pineapple-Fried-Rice-748257
Thai;Thai Watermelon Salad;https://www.yummly.com/recipe/Thai-Watermelon-Salad-2105138
Thai;Thai Drunken Noodles with Chicken;https://www.yummly.com/recipe/Thai-Drunken-Noodles-with-Chicken-2580379
Thai;Quinoa Summer Rolls with a Thai Peanut Sauce;https://www.yummly.com/recipe/Quinoa-Summer-Rolls-with-a-Thai-Peanut-Sauce-1166493
Thai;Thai Stir-Fried Pork with Lime and Mint (Traditional Thai);https://www.yummly.com/recipe/Thai-Stir-Fried-Pork-with-Lime-and-Mint-_Traditional-Thai_-1088079
Thai;Pad Thai with Shirataki Noodles/Miracle Noodles;https://www.yummly.com/recipe/Pad-Thai-with-Shirataki-Noodles_Miracle-Noodles-574255
Thai;Healthy Thai Turkey Patty Lettuce Wraps;https://www.yummly.com/recipe/Healthy-Thai-Turkey-Patty-Lettuce-Wraps-9124895
Thai;Thai Spicy Pumpkin Soup;https://www.yummly.com/recipe/Thai-Spicy-Pumpkin-Soup-2677521
Thai;Thai Beef Basil;https://www.yummly.com/recipe/Thai-Beef-Basil-2494033
Thai;Thai Chicken Quinoa Bowl;https://www.yummly.com/recipe/Thai-chicken-quinoa-bowl-336044
Thai;Thai Coconut Curry Chicken;https://www.yummly.com/recipe/Thai-Coconut-Curry-Chicken-1871902
Thai;Chopped Thai Chicken Salad;https://www.yummly.com/recipe/Chopped-Thai-Chicken-Salad-2438053
Thai;Thai Chicken Ramen;https://www.yummly.com/recipe/Thai-Chicken-Ramen-1922996
Thai;The Best Thai Curry-Peanut Sauce;https://www.yummly.com/recipe/The-Best-Thai-Curry-Peanut-Sauce-2068503
Thai;Grilled Thai Chicken;https://www.yummly.com/recipe/Grilled-Thai-Chicken-1640077
Thai;Thai Noodle Salad;https://www.yummly.com/recipe/Thai-Noodle-Salad-1189155
Thai;Thai Chicken with Basil;https://www.yummly.com/recipe/Thai-Chicken-with-Basil-2049286
Thai;Thai Coconut Curry Soup;https://www.yummly.com/recipe/Thai-Coconut-Curry-Soup-9153629
Thai;Thai Peanut Dipping Sauce;https://www.yummly.com/recipe/Thai-Peanut-Dipping-Sauce-9193858
Thai;Thai Curry Chicken Meatballs;https://www.yummly.com/recipe/Thai-Curry-Chicken-Meatballs-2616999
Thai;Thai Yellow Curry;https://www.yummly.com/recipe/Thai-Yellow-Curry-2727269
Thai;Thai Crack Sauce;https://www.yummly.com/recipe/Thai-Crack-Sauce-9192040
Thai;Crockpot Thai Sweet Chili Ribs;https://www.yummly.com/recipe/Crockpot-Thai-Sweet-Chili-Ribs-1187057
Thai;Thai Red Chicken Curry;https://www.yummly.com/recipe/Thai-Red-Chicken-Curry-1337207
Thai;Thai Mango Sticky Rice;https://www.yummly.com/recipe/Thai-Mango-Sticky-Rice-2482258
Thai;Thai Basil Pesto;https://www.yummly.com/recipe/Thai-Basil-Pesto-1276315
Thai;Spicy Thai Chicken Noodle Soup;https://www.yummly.com/recipe/Spicy-Thai-Chicken-Noodle-Soup-1882072
Thai;Thai Chicken Satay;https://www.yummly.com/recipe/Thai-Chicken-Satay-9081664
Thai;Thai Red Curry Chicken;https://www.yummly.com/recipe/Thai-Red-Curry-Chicken-2532507
Thai;Skinny Thai Chicken Meatballs with Peanut Sauce;https://www.yummly.com/recipe/Skinny-Thai-Chicken-Meatballs-with-Peanut-Sauce-2420660
Thai;Mussels Thai Style;https://www.yummly.com/recipe/Mussels-Thai-Style-2719702
Thai;Pad Thai Soup;https://www.yummly.com/recipe/Pad-Thai-Soup-981690
Chinese;BEST_CHINESE_STIR_FRY_SAUCE;https://www.yummly.com/recipe/BEST-CHINESE-STIR-FRY-SAUCE-1713840
Chinese;Chinese_Chicken_Thighs;https://www.yummly.com/recipe/Chinese-Chicken-Thighs-2691073
Chinese;Chinese_Fried_Rice;https://www.yummly.com/recipe/Chinese-Fried-Rice-2559852
Chinese;Chinese_Beef_and_Broccoli;https://www.yummly.com/recipe/Chinese-Beef-and-Broccoli-2172598
Chinese;BEST_CHINESE_STIR_FRY_SAUCE;https://www.yummly.com/recipe/BEST-CHINESE-STIR-FRY-SAUCE-9266037
Chinese;Chinese_Chicken_and_Broccoli;https://www.yummly.com/recipe/Chinese-Chicken-and-Broccoli-2632338
Chinese;Chinese_Honey_Chicken;https://www.yummly.com/recipe/Chinese-Honey-Chicken-631474
Chinese;Classic_Chinese_Chow_Mein;https://www.yummly.com/recipe/Classic-Chinese-Chow-Mein-2217121
Chinese;Chinese_Hoisin_Pork_Ribs;https://www.yummly.com/recipe/Chinese-Hoisin-Pork-Ribs-2436619
Chinese;Chinese_Broccoli_Beef;https://www.yummly.com/recipe/Chinese-Broccoli-Beef-2306934
Chinese;Classic_Chinese_Pepper_Steak;https://www.yummly.com/recipe/Classic-Chinese-Pepper-Steak-2648656
Chinese;The_BEST_Chinese_Crispy_Meat_Beef_Pies;https://www.yummly.com/recipe/The-BEST-Chinese-Crispy-Meat-Beef-Pies-9395855
Chinese;Classic_Pork_Fried_Rice_-_A_Chinese_Takeout_favorite;https://www.yummly.com/recipe/Classic-Pork-Fried-Rice---A-Chinese-Takeout-favorite-2721368
Chinese;Egg_Fried_Rice_-_An_Easy_Chinese;https://www.yummly.com/recipe/Egg-Fried-Rice---An-Easy-Chinese-2723886
Chinese;Chinese_Pork_Dumplings;https://www.yummly.com/recipe/Chinese-Pork-Dumplings-2248178
Chinese;Sesame_Chinese_Chicken_with_Rice;https://www.yummly.com/recipe/Sesame-Chinese-Chicken-with-Rice-1891514
Chinese;Chinese_Egg_Rolls;https://www.yummly.com/recipe/Chinese-Egg-Rolls-2642239
Chinese;Chinese_Fried_Noodles;https://www.yummly.com/recipe/Chinese-Fried-Noodles-1620830
Chinese;Sticky_Chinese_Pork_Belly;https://www.yummly.com/recipe/Sticky-Chinese-Pork-Belly-2560616
Chinese;Fried_Chicken_Wings,_Chinese_Takeout_Style;https://www.yummly.com/recipe/Fried-Chicken-Wings_-Chinese-Takeout-Style-2706672
Chinese;Chinese_Chicken_Thighs;https://www.yummly.com/recipe/Chinese-Chicken-Thighs-2691073
Chinese;Chinese_Fried_Rice;https://www.yummly.com/recipe/Chinese-Fried-Rice-2559852
Chinese;Chinese_Orange_Chicken;https://www.yummly.com/recipe/Chinese-Orange-Chicken-2405972
Chinese;Chinese_Honey_Chicken;https://www.yummly.com/recipe/Chinese-Honey-Chicken-631474
Chinese;Chinese_Chicken_and_Broccoli;https://www.yummly.com/recipe/Chinese-Chicken-and-Broccoli-2632338
Chinese;Classic_Chinese_Chow_Mein;https://www.yummly.com/recipe/Classic-Chinese-Chow-Mein-2217121
Chinese;Chinese_Hoisin_Pork_Ribs;https://www.yummly.com/recipe/Chinese-Hoisin-Pork-Ribs-2436619
Chinese;Chinese_Broccoli_Beef;https://www.yummly.com/recipe/Chinese-Broccoli-Beef-2306934
Chinese;Classic_Chinese_Pepper_Steak;https://www.yummly.com/recipe/Classic-Chinese-Pepper-Steak-2648656
Chinese;Egg_Fried_Rice_-_An_Easy_Chinese;https://www.yummly.com/recipe/Egg-Fried-Rice---An-Easy-Chinese-2723886
Chinese;Classic_Pork_Fried_Rice_-_A_Chinese_Takeout_favorite;https://www.yummly.com/recipe/Classic-Pork-Fried-Rice---A-Chinese-Takeout-favorite-2721368
Chinese;Chinese_Pork_Dumplings;https://www.yummly.com/recipe/Chinese-Pork-Dumplings-2248178
Chinese;Chinese_Egg_Rolls;https://www.yummly.com/recipe/Chinese-Egg-Rolls-2642239
Chinese;Chinese_Fried_Noodles;https://www.yummly.com/recipe/Chinese-Fried-Noodles-1620830
Chinese;Sesame_Chinese_Chicken_with_Rice;https://www.yummly.com/recipe/Sesame-Chinese-Chicken-with-Rice-1891514
Chinese;Sticky_Chinese_Pork_Belly;https://www.yummly.com/recipe/Sticky-Chinese-Pork-Belly-2560616
Chinese;Fried_Chicken_Wings,_Chinese_Takeout_Style;https://www.yummly.com/recipe/Fried-Chicken-Wings_-Chinese-Takeout-Style-2706672
Chinese;Chinese_BBQ_Pork;https://www.yummly.com/recipe/Chinese-BBQ-Pork-2634870
Chinese;Fried_Rice_-_How_To_Make_Fried_Rice_-_Chinese;https://www.yummly.com/recipe/Fried-Rice---How-To-Make-Fried-Rice---Chinese-1927968
Chinese;Chinese_Orange_Chicken;https://www.yummly.com/recipe/Chinese-Orange-Chicken-2221414
Chinese;Chinese_Egg_Rolls;https://www.yummly.com/recipe/Chinese-Egg-Rolls-2642239
Chinese;Chinese_Chicken_and_Broccoli;https://www.yummly.com/recipe/Chinese-Chicken-and-Broccoli-9030166
Chinese;Chinese_Shrimp_and_Broccoli_Stir_Fry;https://www.yummly.com/recipe/Chinese-Shrimp-and-Broccoli-Stir-Fry-2635076
Chinese;Healthy_Chicken_and_Broccoli_Stir-fry;https://www.yummly.com/recipe/Healthy-Chicken-and-Broccoli-Stir-fry-1230379
Chinese;6-Ingredient_Chinese_Chicken;https://www.yummly.com/recipe/6-Ingredient-Chinese-Chicken-2258228
Chinese;How_to_make_Chinese_dumpling_wrappers;https://www.yummly.com/recipe/How-to-make-Chinese-dumpling-wrappers-661738
Chinese;Chinese_Egg_Drop_Soup;https://www.yummly.com/recipe/Chinese-Egg-Drop-Soup-2098667
Chinese;Chinese_Chicken_Salad;https://www.yummly.com/recipe/Chinese-Chicken-Salad-2067135
Chinese;Chinese_Green_Beans_with_Ground_Turkey;https://www.yummly.com/recipe/Chinese-Green-Beans-with-Ground-Turkey-2631840
Chinese;Chinese_Chicken_Stir_Fry;https://www.yummly.com/recipe/Chinese-Chicken-Stir-Fry-2509381
Chinese;Chinese_Chicken_Salad;https://www.yummly.com/recipe/Chinese-Chicken-Salad-2285223
Chinese;Shrimp_Egg_Foo_Young_-_How_to_make_Egg_Foo_Young_-_Chinese_Food;https://www.yummly.com/recipe/Shrimp-Egg-Foo-Young---How-to-make-Egg-Foo-Young---Chinese-Food-1927865
Chinese;Chinese_Orange_Chicken;https://www.yummly.com/recipe/Chinese-Orange-Chicken-2405972
Chinese;Chinese_Chicken_and_Broccoli_|_Keto,_Low_Calorie;https://www.yummly.com/recipe/Chinese-Chicken-and-Broccoli-_-Keto_-Low-Calorie-2492506
Chinese;Chinese_Pepper_Steak;https://www.yummly.com/recipe/Chinese-Pepper-Steak-9043129
Chinese;Chinese_Lemon_Chicken;https://www.yummly.com/recipe/Chinese-Lemon-Chicken-2559247
Chinese;Chinese_Beef_and_Broccoli;https://www.yummly.com/recipe/Chinese-Beef-and-Broccoli-2172598
Chinese;Chinese_Chicken_Thighs;https://www.yummly.com/recipe/Chinese-Chicken-Thighs-2691073
Chinese;Chinese_Fried_Rice;https://www.yummly.com/recipe/Chinese-Fried-Rice-2559852
Chinese;Chinese_Chicken_and_Broccoli;https://www.yummly.com/recipe/Chinese-Chicken-and-Broccoli-2632338
Iberic;Best_Portuguese_Kale_Soup;https://www.yummly.com/recipe/Best-Portuguese-Kale-Soup-9108581
Iberic;Best_Portuguese_Chourico_Sandwiches_Ever_(Family_Recipe);https://www.yummly.com/recipe/Best-Portuguese-Chourico-Sandwiches-Ever-_Family-Recipe_-9218418
Iberic;Portuguese_Orange_Cake;https://www.yummly.com/recipe/Portuguese-Orange-Cake-2312600
Iberic;Portuguese_Kale_Soup;https://www.yummly.com/recipe/Portuguese-Kale-Soup-1419324
Iberic;Portuguese_Egg_Tart;https://www.yummly.com/recipe/Portuguese-Egg-Tart-1288384
Iberic;French_toast_(Portuguese_style);https://www.yummly.com/recipe/French-toast-_Portuguese-style_-1434983
Iberic;Portuguese_Beans_With_Linguiça;https://www.yummly.com/recipe/Portuguese-Beans-With-Linguica-2276018
Iberic;Portuguese_Baked_Fish;https://www.yummly.com/recipe/Portuguese-Baked-Fish-9175249
Iberic;Portuguese_Style_Baked_Eggs;https://www.yummly.com/recipe/Portuguese-Style-Baked-Eggs-2059832
Iberic;Portuguese_Fish_Stew;https://www.yummly.com/recipe/Portuguese-fish-stew-306395
Iberic;Portuguese_Rolls_–_Papo_Secos;https://www.yummly.com/recipe/Portuguese-Rolls-Papo-Secos-1956872
Iberic;Peri-peri_Chicken,_the_Spicy_Portuguese_Chicken;https://www.yummly.com/recipe/Peri-peri-Chicken_-the-Spicy-Portuguese-Chicken-2719184
Iberic;Portuguese_Bacalhau;https://www.yummly.com/recipe/Portuguese-Bacalhau-9295699
Iberic;Portuguese_Grilled_Pork_Ribs;https://www.yummly.com/recipe/Portuguese-Grilled-Pork-Ribs-1557482
Iberic;Nando’s_Portuguese_Spicy_Rice;https://www.yummly.com/recipe/Nandos-Portuguese-Spicy-Rice-2614104
Iberic;Portuguese_Sweet_Bread;https://www.yummly.com/recipe/Portuguese-Sweet-Bread-1029132
Iberic;Portuguese_Scallops;https://www.yummly.com/recipe/Portuguese-Scallops-2583992
Iberic;Portuguese_Spicy_Shrimp_|_Camarao_Mozambique;https://www.yummly.com/recipe/Portuguese-Spicy-Shrimp-_-Camarao-Mozambique-1797352
Iberic;Portuguese_Style_Parisienne_Potatoes;https://www.yummly.com/recipe/Portuguese-Style-Parisienne-Potatoes-2418140
Iberic;Portuguese_Daisy;https://www.yummly.com/recipe/Portuguese-Daisy-1051247
Iberic;Best_Spanish_Tortilla;https://www.yummly.com/recipe/Best-Spanish-Tortilla-2540433
Iberic;The_Best_Spanish_Gazpacho;https://www.yummly.com/recipe/The-Best-Spanish-Gazpacho-1521593
Iberic;Spanish_Rice;https://www.yummly.com/recipe/Spanish-Rice-2684854
Iberic;Spanish-Style_Pork_Tenderloin;https://www.yummly.com/recipe/Spanish-Style-Pork-Tenderloin-2249642
Iberic;Spanish_Rice_And_Beans;https://www.yummly.com/recipe/Spanish-Rice-And-Beans-9187815
Iberic;Spanish-style_Chicken_Bake;https://www.yummly.com/recipe/Spanish-style-Chicken-Bake-2084532
Iberic;Chorizo_with_Prawns_-_one_of_the_best_Spanish_tapas;https://www.yummly.com/recipe/Chorizo-with-Prawns---one-of-the-best-Spanish-tapas-1234701
Iberic;Spanish_Rice;https://www.yummly.com/recipe/Spanish-Rice-9298450
Iberic;Best-Ever_Spanish_Rice;https://www.yummly.com/recipe/Best-Ever-Spanish-Rice-9152376
Iberic;Unbelievably_Easy_Spanish_Flan;https://www.yummly.com/recipe/Unbelievably-Easy-Spanish-Flan-2725344
Iberic;Spanish_Flan;https://www.yummly.com/recipe/Spanish-Flan-2694170
Iberic;Spanish_Pork_and_Fennel_Stew_with_Saffron_Rice;https://www.yummly.com/recipe/Spanish-Pork-and-Fennel-Stew-with-Saffron-Rice-2249114
Iberic;Spanish_Rice;https://www.yummly.com/recipe/Spanish-Rice-813183
Iberic;Simple_Spanish_Omelette;https://www.yummly.com/recipe/Simple-Spanish-Omelette-1707749
Iberic;Spanish_Omelette;https://www.yummly.com/recipe/Spanish-Omelette-1541158
Iberic;Spanish_Chicken_with_Chorizo_and_Potatoes;https://www.yummly.com/recipe/Spanish-Chicken-with-Chorizo-and-Potatoes-679012
Iberic;Spanish_Chicken_Stew;https://www.yummly.com/recipe/Spanish-Chicken-Stew-1808471
Iberic;Instant_Pot_Spanish_Rice;https://www.yummly.com/recipe/Instant-Pot-Spanish-Rice-9224336
Iberic;Spanish_Chicken_and_Rice;https://www.yummly.com/recipe/Spanish-Chicken-and-Rice-2015967
Iberic;Easy_Sangria_Recipe_-_Homemade_Spanish_Red_Wine_Sangria;https://www.yummly.com/recipe/Easy-Sangria-Recipe---Homemade-Spanish-Red-Wine-Sangria-1697620
